DAY_TYPE,TIME_PER_HOUR,START,END,TOTAL_TRIPS,COUNT,CROWDEDNESS,START_NAME,END_NAME
WEEKDAY,0.0,EW32,EW33,16.0,15.0,0.0,Tuas West Road,Tuas Link
WEEKDAY,0.0,EW4,CG1,212.0,21.99533175810039,0.0,Tanah Merah,Expo
WEEKDAY,0.0,EW4,EW3,614.0,486.9965370729718,0.0,Tanah Merah,Simei
WEEKDAY,0.0,EW4,EW5,17.0,9.04861111111111,0.0,Tanah Merah,Bedok
WEEKDAY,0.0,EW5,EW4,776.0,521.8213823616306,0.0,Bedok,Tanah Merah
WEEKDAY,0.0,EW5,EW6,15.0,7.048611111111112,0.0,Bedok,Kembangan
WEEKDAY,0.0,EW6,EW5,840.0,582.8213823616306,0.0,Kembangan,Bedok
WEEKDAY,0.0,EW6,EW7,14.0,6.048611111111112,0.0,Kembangan,Eunos
WEEKDAY,0.0,EW7,EW6,824.0,573.8213823616306,0.0,Eunos,Kembangan
WEEKDAY,0.0,EW7,EW8,17.0,7.048611111111111,0.0,Eunos,Paya Lebar
WEEKDAY,0.0,EW8,CC9,103.0,32.572939319882046,0.0,Paya Lebar,Paya Lebar
WEEKDAY,0.0,EW8,EW7,830.0,575.8213823616306,0.0,Paya Lebar,Eunos
WEEKDAY,0.0,EW8,EW9,36.0,9.142966673849028,0.0,Paya Lebar,Aljunied
WEEKDAY,0.0,EW9,EW10,12.0,6.010613732672557,0.0,Aljunied,Kallang
WEEKDAY,0.0,EW9,EW8,702.0,457.1791155853614,0.0,Aljunied,Paya Lebar
WEEKDAY,0.0,NE1,CC29,1.0,0.1111111111111111,0.0,HarbourFront,HarbourFront
WEEKDAY,0.0,NE1,NE3,58.0,13.054301254301254,0.0,HarbourFront,Outram Park
WEEKDAY,0.0,NE10,NE11,579.0,409.8544673975785,0.0,Potong Pasir,Woodleigh
WEEKDAY,0.0,NE10,NE9,25.0,14.028379772961816,0.0,Potong Pasir,Boon Keng
WEEKDAY,0.0,NE11,NE10,26.0,15.028379772961816,0.0,Woodleigh,Potong Pasir
